,column1,5 Game Average
0,0.16451166107963938,
1,0.09696552653196515,
2,0.15458715406369064,
3,0.11042286781354704,
4,0.09139770551625472,0.12357698300101938
5,0.07353956832593024,0.10538256445027756
6,0.07105218007367041,0.1001998951586186
7,0.05606445286445427,0.08049535491877133
8,0.05459671144059863,0.06933012364418165
9,0.07993580526965927,0.06703774359486256
10,0.036984290765593064,0.05972668808279513
11,0.04722136680958111,0.05496052542997727
12,0.04154042845495176,0.052055720548076764
13,0.015577536974871298,0.0442518856549313
14,0.023897025498836655,0.033044129700766776
15,0.039044959071369845,0.03345626336192213
16,0.04812813632085389,0.03363761726417669
17,0.013260044923190883,0.027981540557824515
18,0.033005068437726104,0.031467046850395475
19,0.021723693472039063,0.031032380445035958
20,0.011577663465637933,0.025538921323889574
21,0.025228945571110106,0.020959083173940816
22,0.017377508786023288,0.021782575946507298
23,0.03079155174144943,0.021339872607251963
24,0.006917835046378329,0.018378700922119816
25,0.03959899402270817,0.023982967033533864
26,0.001987453002439965,0.019334668519799834
27,0.005592010299140915,0.01697756882242336
28,0.02104374551898891,0.015028007577931258
29,0.03302683275826723,0.02024980712030904
30,-0.0007608478926921514,0.012177838737228974
31,-0.0031638901070352166,0.011147570115333938
32,0.002427592663220901,0.010514686588149936
33,0.006461244589431203,0.0075981864022383935
34,-0.00801108167928799,-0.0006093964852726507
35,-0.0010450618443584858,-0.0006662392756059176
36,0.008944093605047998,0.0017553574668107252
37,0.01394525743250985,0.004058890420668515
38,-0.00766417438705802,0.0012338066253706702
39,-0.003948037887979705,0.0020464153836323275
40,0.02631289106686041,0.007518005965876107
41,0.011817547676924,0.008092696780251308
42,0.010969961071344514,0.00749763750801824
43,0.03135273020635454,0.015301018426700752
44,-0.015854538131383933,0.012919718378019907
45,0.013923190724630663,0.010441778309573957
46,0.008649802830748454,0.009808229340338847
47,0.011492167639690853,0.009912670654008115
48,0.015993244345700708,0.006840773481877349
49,-0.02116377951875492,0.005778925204403151
50,-0.0005255475634911022,0.002889177546778798
51,0.009211638040365067,0.003001544588702121
52,0.02444822981843564,0.005592757024451079
53,0.0060862933534979735,0.003611366826010531
54,-0.017937641240461932,0.004256594481669129
55,0.0024817088120547837,0.004858045756778307
56,0.017002400360736303,0.006416198220852554
57,-0.01960225586863462,-0.0023938989165614988
58,-0.004328927699007945,-0.004476943127062682
59,0.010072224474363622,0.0011250300159024284
